,titles,dates
10526,Perturbative Analysis of Bianchi IX using Ashtekar Formalism,1997-10-29
10527,Perturbative analysis of non-singular cosmological model,1999-01-23
10528,Qualitative Analysis of String Cosmologies,1999-03-26
10529,Data Analysis for Continuous Gravitational-Wave Signals,1999-03-28
10530,"Non-time-orthogonality, Gravitational Orbits, and Thomas Precession",2000-07-10
10531,"Relativistic stellar aberration for the Space Interferometry Mission:
  parallax analysis",2002-05-15
10532,Testing the LIGO Inspiral Analysis with Hardware Injections,2003-12-04
10533,The ACIGA Data Analysis programme,2004-02-10
10534,"Challenges in Signal Analysis of Resonant-Mass Gravitational Wave
  Detectors",2005-12-11
10535,"Analysis of inflationary cosmological models in gauge theories of
  gravitation",2005-12-22
10536,Quasi-normal mode analysis in BEC acoustic black holes,2007-01-31
10537,"Measurement of the $D^{*\pm}$ Cross Section using a Soft-Pion Analysis
  in Two-Photon Processes",1994-12-02
10538,Azimuthally Sensitive HBT Analysis,1996-09-01
10539,Present Status and Future of DCC Analysis,1998-02-22
10540,CLEO Results on Tau Michel Parameters,1998-11-25
10541,"Treatment of the background error in the statistical analysis of Poisson
  processes",1999-01-12
10542,"Compatibility Analysis of the LSND Evidence and the KARMEN Exclusion for
  numubar->nuebar Oscillations",1999-09-22
10543,"Statistical Analysis of Different
  Muon-antineutrino->Electron-antineutrino Searches",2002-03-14
10544,Support Vector Machines in Analysis of Top Quark Production,2002-05-21
10545,"Can One Extract the Neutrino Oscillation Signature from the
  SuperKamiokande Experiment ? An Analysis of Neutrino Events Occurring outside
  the Detector",2005-05-11
10546,Dalitz Analysis of Three-Body B Decays,2005-05-16
10547,Dalitz analysis of the three-body charmless decay B0=>Kspi+pi-,2005-09-30
10548,Dalitz Analysis of B=>Khh Decays at Belle,2005-10-21
10549,Dalitz Analysis of Three-body Charmless B0=>K0pi+pi- Decay,2006-10-27
10550,"Composite Weak Bosons in a Confining Gauge Theory without Goldstone
  Bosons: a Strong Coupling Expansion Analysis",1994-11-02
10551,Finite Size Analysis of the U(1) Background Field Effective Action,1996-07-08
10552,Hamiltonian LGT in the complete Fourier analysis basis,1999-09-09
10553,"Comment on ``Lattice QCD analysis of the strangeness magnetic moment of
  the nucleon''",2001-03-20
10554,Quantum Fluctuations around the Electroweak Sphaleron,1993-08-20
10555,Next-to-Next-to-Leading Order QCD Analysis of DIS Structure Functions,1994-05-14
10556,Clan Structure Analysis and Rapidity Gap Probability,1994-07-19
10557,QCD Analysis of Deep Inelastic Diffractive Scattering at HERA,1995-04-05
10558,"The High Energy Behavior of the Forward Scattering Parameters---An
  Amplitude Analysis Update",1995-10-14
10559,Beyond Intermittency: Erraticity,1996-05-20
10560,"Next-to-next-to-leading order QCD analysis of combined data for $xF_3$
  structure function and higher--twist contribution",1996-09-13
10561,"The $πγ$ transition form factor and its impact on charmonium
  decays into two pions",1997-01-17
10562,Top Quark Analysis in the Light Gluino Scenario,1997-08-19
10563,"Model independent analysis of the trilinear gauge boson couplings at LC:
  role of polarized cross sections",1997-10-01
10564,Improved Intermittency Analysis of Individual Events,1998-07-01
10565,An analysis of Precision Electroweak Measurements: Summer 98 Update,1998-07-18
10566,"Event-by-event cluster analysis of final states from heavy ion
  collisions",1999-05-07
10567,A QCD analysis of HERA and fixed target structure function data,1999-12-21
10568,"Inferring $\rhobar$ and $\etabar$ of the CKM matrix - A simplified,
  intuitive approach",2001-07-06
10569,"Fixed-Point Analysis of the Low-Energy Constants in the Pion-Nucleon
  Chiral Lagrangian",2002-07-15
10570,Adaptive channels for data analysis and importance sampling,2003-01-07
10571,DIAL: Distributed Interactive Analysis of Large Datasets,2003-05-08
10572,"Background Analysis around Q_(beta-beta) for 76Ge Double Beta Decay
  experiments, and Statistics at Low Count Rates",2003-08-27
10573,Extracting Event Dynamics from Event-by-Event Analysis,2003-10-28
10574,Three-flavor analysis of long-baseline experiments,2004-10-26
10575,"Analysis of SO(2N) Couplings of Spinor and Tensor Representations in
  $SU(N)\times U(1)$ Invariant Forms",2004-11-03
10576,"S-wave pi-pi phase shifts and scattering lengths. The model-independent
  analysis",2005-03-01
10577,Partial-wave analysis of $\vec{p}\vec{p}\to ppπ^\circ$ data,2005-03-23
10578,"Approximating Radiative Corrections for Analytical Applications in the
  Data Analysis",2005-04-06
10579,Full O(alpha) corrections to e+e- -> sf_i sf_j,2005-06-03
10580,A Closer Look at the Analysis of NLL BFKL,2005-07-18
10581,Comparison and combination of ZEUS and H1 PDF analyses,2005-08-30
10582,"Global analysis of AAC for determining polarized parton distribution
  functions",2006-01-11
10583,Constraint on Δg(x) from π^0 production at RHIC,2006-12-05
10584,The Instability of Charged Black Strings and p-Branes,1994-04-13
10585,A new approach to the analysis of a noncommutative Chern-Simons theory,2004-09-24
10586,"Numerical and asymptotic analysis of the 't Hooft-Polyakov magnetic
  monopole",2004-12-07
10587,An Analysis of Fluxes by Duality,2005-04-05
10588,Curl-Free Ginzburg-Landau Vortices,1998-04-24
10589,Analysis and Probability over Infinite Extensions of a Local Field,1998-07-13
10590,Spectral Analysis of the local Commutator Operators,1998-12-01
10591,"A New Proof of a Theorem in Analysis by Generating Integrals and
  Fractional Calculus",1998-12-26
10592,"Harmonic functions on the real hyperbolic ball II Hardy and Lipschitz
  spaces",1999-02-08
10593,"Quaternionic Gamma functions and their logarithmic derivatives as
  spectral functions",1999-04-12
10594,"Generalized linearization of nonlinear algebraic equations: an
  innovative approach",1999-05-07
10595,Gradient estimates and blow-up analysis for stationary harmonic maps,1999-05-01
10596,Analysis on Poisson and Gamma spaces,1999-08-07
10597,"A proof of the weak (1,1) inequality for singular integrals with non
  doubling measures based on a Calderon-Zygmund decomposition",2000-02-25
10598,"Modelling and analysis of fractional-order regulated systems in the
  state space",2000-07-26
10599,"From rotating needles to stability of waves; emerging connections
  between combinatorics, analysis and PDE",2000-08-14
10600,Basics of the b-calculus,2000-10-31
10601,Idempotent interval analysis and optimization problems,2001-01-10
10602,Characterization of Hida Measures in white noise analysis,2001-04-12
10603,The causal structure of microlocalized Einstein metrics,2001-09-23
10604,"Characterizations of orthonormal scale functions: a probabilistic
  approach",2001-10-17
10605,Bayesian Estimation of Time Series Lags and Structure,2001-11-11
10606,"Tokens: An Algebraic Construction Common in Combinatorics, Analysis, and
  Physics",2002-01-02
10607,Norms of Modes and Quasi-modes revisited,2002-02-08
10608,Harmonic Analysis of Signed Ruelle Transfer Operators,2002-02-11
10609,"Perturbation results of critical elliptic equations of
  Caffarelli-Kohn-Nirenberg type",2002-03-20
10610,Harnack inequality for a class of degenerate elliptic operators,2002-04-15
10611,"Complete isometries - an illustration of noncommutative functional
  analysis",2002-11-05
10612,"Vertex-IRF transformations, dynamical quantum groups and harmonic
  analysis",2003-05-23
10613,"Singularity analysis, Hadamard products, and tree recurrences",2003-06-13
10614,"Operator synthesis. I. Synthetic sets, bilattices and tensor algebras",2003-08-26
10615,Radial multiresolution in dimension three,2003-09-22
10616,"Quantum Channels, Wavelets, Dilations and Representations of $O_n$",2003-09-23
10617,Nonlinear second-order multivalued boundary value problems,2003-10-17
10618,"A Characterization of Norm Compactness in the Bochner Space $L^p (G ;
  B)$ For an Arbitrary Locally Compact Group $G$",2004-01-23
10619,"Singular integral operators on non-compact manifolds and analysis on
  polyhedral domains",2004-02-19
10620,Curved Wiener Space Analysis,2004-03-03
10621,"Countably-Normed Spaces, Their Dual, and the Gaussian Measure",2004-07-12
10622,"Vibrations of a beam between stops: convergence of a fully discretized
  approximation",2004-12-17
10623,"Strichartz inequalities for the wave equation with the full Laplacian on
  the Heisenberg group",2005-02-23
10624,"Necessary conditions for vector-valued operator inequalities in harmonic
  analysis",2005-04-01
10625,Stochastic inequalities for single-server loss queueing systems,2005-05-04
10626,"On the explicit reconstruction of a Riemann surface from its
  Dirichlet-Neumann operator",2005-05-16
10627,"Asymptotic analysis of the GI/M/1/n loss system as n increases to
  infinity",2005-05-27
10628,Tensor algebras of C*-correspondences and their C*-envelopes,2005-06-08
10629,"On duality theory and pseudodifferential techniques for Colombeau
  algebras: generalized delta functionals, kernels and wave front sets",2005-07-11
10630,An Inequality of Hadamard Type for Permanents,2005-08-04
10631,"Sharp estimates for pseudodifferential operators with symbols of limited
  smoothness and commutators",2005-08-24
10632,"L^p-spectral multipliers for the Hodge Laplacian acting on 1-forms on
  the Heisenberg group",2005-08-27
10633,Numerical scaling analysis of the small-scale structure in turbulence,2005-09-01
10634,Analysis in J_2,2005-09-11
10635,Nonembeddability theorems via Fourier analysis,2005-10-26
10636,Fine analysis on lineally convex domains of finite type,2005-11-04
10637,Quasiconvexity versus group invariance,2005-11-09
10638,"Microlocal analysis in the dual of a Colombeau algebra: generalized wave
  front sets and noncharacteristic regularity",2005-11-11
10639,A Variation Embedding Theorem and Applications,2005-11-21
10640,"Separation Theorem for Independent Subspace Analysis with Sufficient
  Conditions",2006-03-22
10641,"Numerical Analysis of Time-Dependent Galbrun Equation in an Infinite
  Duct",2006-03-22
10642,Discrete Component Analysis,2006-04-18
10643,Quasistatic evolution of a brittle thin film,2006-04-26
10644,Multiscale nonconvex relaxation and application to thin films,2006-04-26
10645,Wall laws for fluid flows at a boundary with random roughness,2006-06-29
10646,"Multiscale analysis of exit distributions for random walks in random
  environments",2006-07-07
10647,Grid Generation and Adaptation by Functionals,2006-07-17
10648,One method for proving inequalities by computer,2006-08-31
10649,Generalized Functions and Infinitesimals,2006-10-08
10650,On the singularities of generalized solutions to $n$--body type problems,2007-01-05
10651,Dispersion and asymptotic profiles for Kirchhoff equations,2007-01-22
10652,"WKB analysis for the nonlinear Schrodinger equation and instability
  results",2007-02-12
10653,Application of the averaging method to the gyrokinetic plasma,2007-02-26
10654,"A spectral analogue of the Meinardus theorem on asymptotics of the
  number of partitions",2007-02-28
10655,The Dirac equation without spinors,1998-08-20
10656,"Analysis of Experimental Investigations of Self-Similar Intermediate
  Structures in Zero-Pressure Boundary Layers at Large Reynolds Numbers",2000-02-03
10657,The Painlevé analysis for N=2 super KdV equations,2000-06-28
10658,"Multi-Resolution Analysis and Fractional Quantum Hall Effect: an
  Equivalence Result",2001-05-03
10659,Analysis on q-deformed quantum spaces,2006-04-13
10660,Harmonic analysis on a galois field and its subfields,2006-10-17
10661,Application of Lie group analysis to functional differential equations,2006-10-27
10662,On the Ginzburg-Landau critical field in three dimensions,2007-03-14
10663,"Data Analysis: Generalizations of the Local Approximation Method by
  Singular Spectrum Analysis",2001-09-18
10664,Singularity analysis of a new discrete nonlinear Schrodinger equation,2001-11-28
10665,"Applications of recurrence quantified analysis to study the dynamics of
  chaotic chemical reaction",2002-11-28
10666,"Flame front propagation V: Stability Analysis of Flame Fronts: Dynamical
  Systems Approach in the Complex Plane",2003-02-11
10667,"Stability analysis of dynamical regimes in nonlinear systems with
  discrete symmetries",2005-06-07
10668,"Structure analysis of two-dimensional nonlinear self-trapped photonic
  lattices in anisotropic photorefractive media",2006-05-15
