,titles,dates
11037,"Accelerated Benders Decomposition and Local Branching for Dynamic
  Maximum Covering Location Problems",2023-09-01
11038,"WindMill: A Parameterized and Pluggable CGRA Implemented by DIAG Design
  Flow",2023-09-03
11039,Score-PA: Score-based 3D Part Assembly,2023-09-08
11040,"Cosmological simulations of a momentum coupling between dark matter and
  quintessence",2023-09-08
11041,"Comparison of Quantum Simulators for Variational Quantum Search: A
  Benchmark Study",2023-09-12
11042,"GVD-Exploration: An Efficient Autonomous Robot Exploration Framework
  Based on Fast Generalized Voronoi Diagram Extraction",2023-09-12
11043,"Reconstruction of $f(T,\mathcal{T})$ Lagrangian for various cosmological
  scenarios",2023-09-09
11044,"A plug-and-play synthetic data deep learning for undersampled magnetic
  resonance image reconstruction",2023-09-13
11045,"Fully Convolutional Generative Machine Learning Method for Accelerating
  Non-Equilibrium Greens Function Simulations",2023-09-17
11046,Constraints on the speed of sound in the k-essence model of dark energy,2023-09-19
11047,"ConsistencyTTA: Accelerating Diffusion-Based Text-to-Audio Generation
  with Consistency Distillation",2023-09-19
11048,Explosive growth from AI automation: A review of the arguments,2023-09-20
11049,DDTSE: Discriminative Diffusion Model for Target Speech Extraction,2023-09-25
11050,"NoSENSE: Learned unrolled cardiac MRI reconstruction without explicit
  sensitivity maps",2023-09-27
11051,SwiftSpatial: Spatial Joins on Modern Hardware,2023-09-28
11052,"Quantization of Deep Neural Networks to facilitate self-correction of
  weights on Phase Change Memory-based analog hardware",2023-09-30
11053,An Efficient Algorithm for Clustered Multi-Task Compressive Sensing,2023-09-30
11054,Sparse Backpropagation for MoE Training,2023-10-01
11055,GRID: A Platform for General Robot Intelligence Development,2023-10-02
11056,Shock Waves in Holographic EPR pair,2023-10-02
11057,Awkward Just-In-Time (JIT) Compilation: A Developer's Experience,2023-10-02
11058,"TreeScope: An Agricultural Robotics Dataset for LiDAR-Based Mapping of
  Trees in Forests and Orchards",2023-10-03
11059,"Approximating Robot Configuration Spaces with few Convex Sets using
  Clique Covers of Visibility Graphs",2023-10-04
11060,"Physics-Informed Neural Networks for Accelerating Power System State
  Estimation",2023-10-04
11061,"Motion Memory: Leveraging Past Experiences to Accelerate Future Motion
  Planning",2023-10-09
11062,Control in EPICS for Conditioning Test Stands for ESS,2023-10-10
11063,Is time-optimal speed planning under jerk constraints a convex problem?,2023-10-11
11064,"Wasm-iCARE: a portable and privacy-preserving web module to build,
  validate, and apply absolute risk models",2023-10-13
11065,"A GPU-based Distributed Algorithm for Linearized Optimal Power Flow in
  Distribution Systems",2023-10-13
11066,"What to Make of Zero: Resolving the Statistical Noise from
  Conformational Reorganization in Alchemical Binding Free Energy Estimates
  with Metadynamics Sampling",2023-10-22
11067,Joint Non-Linear MRI Inversion with Diffusion Priors,2023-10-23
11068,Correctness Witness Validation by Abstract Interpretation,2023-10-25
11069,HyperFields: Towards Zero-Shot Generation of NeRFs from Text,2023-10-26
11070,"Accelerated Bayesian Inference for Molecular Simulations using Local
  Gaussian Process Surrogate Models",2023-10-29
11071,"Accelerating Generalized Linear Models by Trading off Computation for
  Uncertainty",2023-10-31
11072,Hybrid classical-quantum text search based on hashing,2023-11-02
11073,Intrinsic water transport in moisture-capturing hydrogels,2023-11-02
11074,"Efficient Algorithms for Monte Carlo Particle Transport on AI
  Accelerator Hardware",2023-11-03
11075,"A comprehensive parametrization approach for the Hubble parameter in
  scalar field dark energy models",2023-11-05
11076,"Edge AI Inference in Heterogeneous Constrained Computing: Feasibility
  and Opportunities",2023-10-27
11077,"PINNs-TF2: Fast and User-Friendly Physics-Informed Neural Networks in
  TensorFlow V2",2023-11-07
11078,Active smectics on a sphere,2023-11-07
11079,Numerical Modeling for Shoulder Injury Detection Using Microwave Imaging,2023-11-09
11080,"Testing learning-enabled cyber-physical systems with Large-Language
  Models: A Formal Approach",2023-11-13
11081,"Geodesic deviation equation in generalized hybrid Metric-Palatini
  gravity",2023-11-10
11082,"DREAMPlaceFPGA-MP: An Open-Source GPU-Accelerated Macro Placer for
  Modern FPGAs with Cascade Shapes and Region Constraints",2023-11-14
11083,A priori procedure to establish spinodal decomposition in alloys,2023-11-17
11084,Ion Dynamics Across a Low Mach Number Bow Shock,2023-11-19
11085,Smoothed particle magnetohydrodynamics,2023-11-22
11086,"Joint Diffusion: Mutual Consistency-Driven Diffusion Model for PET-MRI
  Co-Reconstruction",2023-11-24
11087,A Unified Hardware-based Threat Detector for AI Accelerators,2023-11-28
11088,Issue Report Validation in an Industrial Context,2023-11-29
11089,"ReLU-QP: A GPU-Accelerated Quadratic Programming Solver for
  Model-Predictive Control",2023-11-29
11090,"Emergence of innovations in networked populations with reputation-driven
  interactions",2023-12-04
11091,Efficient LDPC Decoding using Physical Computation,2023-09-21
11092,Prompt2NeRF-PIL: Fast NeRF Generation via Pretrained Implicit Latent,2023-12-05
11093,"Predicting Bone Degradation Using Vision Transformer and Synthetic
  Cellular Microstructures Dataset",2023-12-05
11094,"SuperNormal: Neural Surface Reconstruction via Multi-View Normal
  Integration",2023-12-08
11095,Compensation Sampling for Improved Convergence in Diffusion Models,2023-12-11
11096,"Feature Norm Regularized Federated Learning: Transforming Skewed
  Distributions into Global Insights",2023-12-12
11097,"A Mixture-of-Gradient-Experts Framework for Accelerating AC Optimal
  Power Flow",2023-12-12
11098,Momentum Particle Maximum Likelihood,2023-12-12
11099,"Bayes3D: fast learning and inference in structured generative models of
  3D objects and scenes",2023-12-14
11100,Coupled quintessence inspired by warm inflation,2023-12-14
11101,Quintessential Inflation in Logarithmic Cartan $F(R)$ Gravity,2023-12-19
11102,"Modelling of impurity heating during reconnections in a Reverse Field
  Pinch device as due to parallel electric field acceleration and chaos-induced
  thermalization",2023-12-20
11103,"The effect of stochastic resettings on the counting of level crossings
  for inertial random processes",2023-12-21
11104,"Fast data-driven iterative learning control for linear system with
  output disturbance",2023-12-21
11105,"Human society under the COVID-19 as a complex system. Mean first-passage
  time methodology",2024-01-02
11106,Bose-enhanced relaxation of driven atom-molecule condensates,2024-01-05
11107,"IntervalMDP.jl: Accelerated Value Iteration for Interval Markov Decision
  Processes",2024-01-08
11108,"Towards a Machine Learning-Based Approach to Predict Space Object
  Density Distributions",2024-01-08
11109,Numerically Computing Finite Temperature Loop Integrals using pySecDec,2024-01-10
11110,"Equity auction dynamics: latent liquidity models with activity
  acceleration",2024-01-12
11111,"Accelerated construction of projection-based reduced-order models via
  incremental approaches",2024-01-13
11112,"Autonomous Catheterization with Open-source Simulator and Expert
  Trajectory",2024-01-17
11113,VMamba: Visual State Space Model,2024-01-18
11114,Inverse Primitive Path Analysis,2024-01-19
11115,"Cosmic expansion history analysis with Hubble parametrization in $Q^{n}$
  gravity",2024-01-18
11116,Full-Stack Optimization for CAM-Only DNN Inference,2024-01-23
11117,"Speeding up Fermionic Lattice Calculations with Photonic Accelerated
  Inverters",2024-01-25
11118,"The Landscape of Compute-near-memory and Compute-in-memory: A Research
  and Commercial Overview",2024-01-24
11119,Low Thrust Trajectory Design Using A Semi-Analytic Approach,2024-01-30
11120,"Towards enhancing quantum expectation estimation of matrices through
  partial Pauli decomposition techniques and post-processing",2024-01-31
11121,High-Performance Data Mapping for BNNs on PCM-based Integrated Photonics,2024-01-31
11122,An Efficient PGD Solver for Structural Dynamics Applications,2024-01-31
11123,Addressing Bias Through Ensemble Learning and Regularized Fine-Tuning,2024-02-01
11124,A low-energy MHz repetition rate short-pulse electron gun,2024-02-02
11125,"Low-power scalable multilayer optoelectronic neural networks enabled
  with incoherent light",2024-02-03
11126,Tsallis holographic dark energy with power law ansatz approach,2024-02-08
11127,Accelerated Smoothing: A Scalable Approach to Randomized Smoothing,2024-02-12
11128,"The photodissociation dynamics and ultrafast electron diffraction image
  of cyclobutanone from the surface hopping dynamics simulation",2024-02-14
11129,"Unconventional Computing based on Four Wave Mixing in Highly Nonlinear
  Waveguides",2024-02-14
11130,"DOF: Accelerating High-order Differential Operators with Forward
  Propagation",2024-02-15
11131,"Intent Demonstration in General-Sum Dynamic Games via Iterative
  Linear-Quadratic Approximations",2024-02-15
11132,"Compact Ka-Band Metalens Antenna Enabled by Physics Assisted Particle
  Swarm Optimization (PA-PSO) Algorithm",2024-01-29
11133,"Second-order flows for approaching stationary points of a class of
  non-convex energies via convex-splitting schemes",2024-02-19
11134,"A cutting plane algorithm for globally solving low dimensional k-means
  clustering problems",2024-02-21
11135,"ModSRAM: Algorithm-Hardware Co-Design for Large Number Modular
  Multiplication in SRAM",2024-02-21
11136,Graph Pruning for Enumeration of Minimal Unsatisfiable Subsets,2024-02-19
11137,Gravitational Repulsion in an Expanding Ball of Dust,2024-02-28
11138,Commonsense Ontology Micropatterns,2024-02-28
11139,"Training-set-free two-stage deep learning for spectroscopic data
  de-noising",2024-02-29
11140,Viscoelastic response and anisotropic hydrodynamics in Weyl semimetals,2024-02-29
11141,"Organic solvent boosts charge storage and charging dynamics of
  conductive MOF supercapacitors",2024-03-02
11142,"Anisotropic examples of inflation-generating initial conditions for the
  big bang",2024-03-04
11143,"Stability investigations of de Sitter inflationary solutions in
  power-law extensions of the Starobinsky model",2024-03-05
11144,"TaylorShift: Shifting the Complexity of Self-Attention from Squared to
  Linear (and Back) using Taylor-Softmax",2024-03-05
11145,Unveiling Ancient Maya Settlements Using Aerial LiDAR Image Segmentation,2024-03-09
11146,Scalable Spatiotemporal Prediction with Bayesian Neural Fields,2024-03-12
11147,"GPU-accelerated Linear Algebra for Coupled Solvers in Industrial CFD
  Applications with OpenFOAM",2024-01-10
11148,"Generation of isolated attosecond electron bunches by the diffraction of
  a polarization-tailored intense laser beam",2024-03-15
11149,"JORA: JAX Tensor-Parallel LoRA Library for Retrieval Augmented
  Fine-Tuning",2024-03-17
11150,"BAGS: Building Animatable Gaussian Splatting from a Monocular Video with
  Diffusion Priors",2024-03-18
11151,Molecular Classification Using Hyperdimensional Graph Classification,2024-03-18
11152,Optimal Floquet Engineering for Large Scale Atom Interferometers,2024-03-21
11153,"Revolutionising Distance Learning: A Comparative Study of Learning
  Progress with AI-Driven Tutoring",2024-02-21
11154,"SAT-NGP : Unleashing Neural Graphics Primitives for Fast Relightable
  Transient-Free 3D reconstruction from Satellite Imagery",2024-03-27
11155,Probing Baryogenesis in $f(Q)$ gravity,2024-03-31
11156,Wilkins: HPC In Situ Workflows Made Easy,2024-04-04
11157,"The MeerKAT Massive Distant Clusters Survey: A Radio Halo in a Massive
  Galaxy Cluster at z = 1.23",2024-04-05
11158,"Slax: A Composable JAX Library for Rapid and Flexible Prototyping of
  Spiking Neural Networks",2024-04-08
11159,Searching for Triple Systems Unbound by Supernovae,2024-04-09
11160,"Minimal Autocorrelation in Hybrid Monte Carlo simulations using Exact
  Fourier Acceleration",2024-04-15
11161,Error Detection and Correction Codes for Safe In-Memory Computations,2024-04-15
11162,"Skeleton: A New Framework for Accelerating Language Models via Task
  Neuron Localized Prompt Tuning",2024-04-18
11163,How Population Diversity Influences the Efficiency of Crossover,2024-04-18
11164,"Quantum Assisted Stochastic Economic Dispatch for Renewables Rich Power
  Systems",2024-04-15
11165,On-Demand Earth System Data Cubes,2024-04-19
11166,"TF2AIF: Facilitating development and deployment of accelerated AI models
  on the cloud-edge continuum",2024-04-21
11167,"MLQAOA: Graph Learning Accelerated Hybrid Quantum-Classical Multilevel
  QAOA",2024-04-22
11168,"Randomized Nyström Preconditioned Interior Point-Proximal Method of
  Multipliers",2024-04-22
11169,Music Style Transfer With Diffusion Model,2024-04-23
11170,"CatLIP: CLIP-level Visual Recognition Accuracy with 2.7x Faster
  Pre-training on Web-scale Image-Text Data",2024-04-24
11171,"Converging TDDFT calculations in 5 iterations with minimal auxiliary
  preconditioning",2024-04-26
